"Company_name","Company_activity","Company_url","Company_url_url","Company_geography","Company_employees","Company_AIuse","Company_min","Company_logo","Company_logo_url"
"RChilli Inc","Trusted partner for Resume Parser, AI Matching","Visit Website","https://www.rchilli.com/","San Ramon, CA","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/95e80a9660434788189a0b2963a9c957.jpg","https://clutch.co/profile/rchilli"
"Chatveda","Build 1-1 relation with your customers at scale","Visit Website","https://chatveda.com/","Thrissur, India","2 - 9","100% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/d6ad48e753e7e717368bbc7958f96e87.png","https://clutch.co/profile/chatveda"
"Neurobotx","AI for re-ramping business","Visit Website","https://neurobotx.co/computer-vision-services/","Faisalabad, Pakistan","10 - 49","70% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/535b2b481cc790c728520dcc1400a6b4_0.png","https://clutch.co/profile/neurobotx-0"
"Cognitiva","AI & Machine Learning Consulting company","Visit Website","https://www.cognitiva.dev/","Warsaw, Poland","2 - 9","70% Artificial Intelligence","$5,000+","https://clutch.co/developers/artificial-intelligence?page=27","https://clutch.co/profile/cognitiva"
"DataMoo AI","Data Driven solutions for your Business","Visit Website","https://datamoo.ai/","Chennai, India","2 - 9","75% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/be9c2849a9c11b8da7cf30efc81eb171.jpeg","https://clutch.co/profile/datamoo-ai"
"Nexus FrontierTech Ltd.","Unlock the Power of Intelligent Data","Visit Website","https://nexusfrontier.tech/","London, United Kingdom","50 - 249","70% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3910efd7b2d2a322414152fe44adbcd0.png","https://clutch.co/profile/nexus-frontiertech"
"Infosearch BPO","Annotation, BPO, Data & Call Centre Services","Visit Website","https://www.infosearchbpo.com/","Chennai, India","250 - 999","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/eb35661f8c68ef15afe5b676a4f89ed5.png","https://clutch.co/profile/infosearch-bpo"
"Engenuity AI","COE for AI & Data Science","Visit Website","https://engenuityai.com/","Colombo, Sri Lanka","10 - 49","90% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/23ae2fae890895728d805cfded690ef4.png","https://clutch.co/profile/engenuity-ai"
"Samsung Sds México","Data-driven Digital Transformation Leader","Visit Website","http://www.samsungsds.com/","Cuautitlan Izcalli, Mexico","10,000+","25% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3e1a2162b743fa25a5b004c7a7f84874.png","https://clutch.co/profile/samsung-sds-m%C3%A9xico"
"Reliable Robotics","Applied Innovation","Visit Website","https://reliablerobotics.ai/","Dubai, United Arab Emirates","10 - 49","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/4be4516c5d6981860d97631d92e73969.png","https://clutch.co/profile/reliable-robotics"
"SimpleMarketing.AI","Content Made Easy","Visit Website","https://www.simplemarketing.ai/","MacGregor, Australia","2 - 9","80% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/2f71c4ada337f48a86705ad316fef6c0.png","https://clutch.co/profile/simplemarketingai"
"Vision-X Enterprise Management, Ltd.","To create an experience beyond customers' expectat","Visit Website","http://www.vxichina.cn/","Shanghai, China","1,000 - 9,999","25% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/edf760ae225cf15bf47719c1702d7d34.jpg","https://clutch.co/profile/vision-x-enterprise-management"
"Weimai Technology Co., Ltd.","Lighting up medicine with science and technology","Visit Website","https://www.myweimai.net/","Hangzhou Shi, China","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/037540c66def4867fe2e14dcba9aa68c.jpg","https://clutch.co/profile/weimai-technology-co"
"Wow AI","Provide high-quality data solution for AI training","Visit Website","https://wow-ai.com/","New York, NY","10 - 49","100% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/342f9101037ec0e777473a993f128c91.png","https://clutch.co/profile/wow-ai"
"Hangzhou Fanwen Science and Technology Co.,Ltd.","CONTENT INTELLIGENCE. REDEFINED.","Visit Website","https://www.hzfanwen.com/","Hangzhou, China","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3db375ebae287ae3a00aa50a2f2c53c9.jpg","https://clutch.co/profile/hangzhou-fanwen-science-technology-coltd"
"Xi'an Chaoqian Intelligent Technology Co., Ltd.","Enabling Machine Intelligence for Medical Provider","Visit Website","http://www.chaoqiankeji.com/","Xian Shi, China","50 - 249","50% Artificial Intelligence","Undisclosed","https://clutch.co/developers/artificial-intelligence?page=27","https://clutch.co/profile/xian-chaoqian-intelligent-technology-co"
"Miracle Star Ltd.","Providing Machine Learning Services","Visit Website","https://miraclestar.info/","Sofia, Bulgaria","2 - 9","80% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/fc865d1fd84ddac2444446a966fab846.png","https://clutch.co/profile/miracle-star"
"Solati SAS","Comprehensive solution for collection management","Visit Website","http://www.solati.com.co/","Bogotá, Colombia","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c045f55ac8aaee3b69677548ff23d90b.jpg","https://clutch.co/profile/solati-sas"
"Qin Finance Technology Co., Ltd.","Humility and Respect,","Visit Website","http://www.qinweigroup.cn/","Chengdu, China","10,000+","25% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/4eaff837ac9cfeff64665567961374f0.jpg","https://clutch.co/profile/qin-finance-technology-co"
"Beijing Kingsoft Cloud Network Technology Co., Ltd.","Kingsoft Cloud Products","Visit Website","https://www.ksyun.com/","Beijing, China","1,000 - 9,999","30% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/98552cd9f9c7493f6a0f84d8bd9059b2.jpg","https://clutch.co/profile/beijing-kingsoft-cloud-network-technology-co"
"Valsium","We normally do absurd things","Visit Website","https://www.valsium.com/","Karachi, Pakistan","10 - 49","100% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c88b1d51d9e86b6e3d8b41caedc76bda.jpg","https://clutch.co/profile/valsium"
"IntelliSite","IntelliSite","Visit Website","https://www.intellisite.io/","Fort Mill, SC","50 - 249","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9cc62521d05eea04d528ae459396931d.svg","https://clutch.co/profile/intellisite"
"DataPure","We bring your AI to life","Visit Website","http://www.datapure.co/","San Mateo, CA","250 - 999","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/60b955fb6711cc7187c3285a11db32bf.jpg","https://clutch.co/profile/datapure"
"Exiger","Transforming risk management in the fight against","Visit Website","http://www.exiger.com/","București, Romania","250 - 999","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0fe27dd46e212ce63747e1c238c37f53.jpg","https://clutch.co/profile/exiger"
"Winder.AI","Transformational ML, RL, and MLOps services to hel","Visit Website","https://winder.ai/","Harrogate, United Kingdom","2 - 9","100% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b3948545dda84517321ba32da69ebe83.png","https://clutch.co/profile/winderai"
"Encasulate Consultancy INC","IT Solutions Provider","Visit Website","https://encasulate.com/","Fremont, CA","10 - 49","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/5131c4577443573e4352aedfcfe001a8.jpeg","https://clutch.co/profile/encasulate-consultancy"
"Curata","INCREASE YOUR CONTENT VELOCITY","Visit Website","http://www.curata.com/","Boston, MA","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0dd123878f709d99240cb13166ede9a8.png","https://clutch.co/profile/curata"
"Adelphic","Industry-Leading Digital Advertising","Visit Website","https://www.adelphic.com/","Waltham, MA","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/d2e954e1360af8d8da7efd5bcf2fa58c.png","https://clutch.co/profile/adelphic"
"Instrumental Inc.","Building better products","Visit Website","https://www.instrumental.com/","Palo Alto, CA","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/00991968a5834c891e24ee2ba47a894b.png","https://clutch.co/profile/instrumental"
"clickworker GmbH","Multi-faceted AI Training Data - Customized","Visit Website","https://www.clickworker.com/","Essen, Germany","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/79ed4c555c756b75e1a0e8025c526454.jpeg","https://clutch.co/profile/clickworker-gmbh"
"Unified Inbox","Intelligent IoT Messaging","Visit Website","http://unifiedinbox.com/","Singapore, Singapore","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/unified_inbox.png","https://clutch.co/profile/unified-inbox"
"2410","Website development & automation services","Visit Website","https://2410.lv/","Tallinn, Estonia","2 - 9","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/6bc4f9a50e6cd10e18b3b8f7b914aae7.png","https://clutch.co/profile/2410"
"Chirp","Our SDKs transfer data over sound","Visit Website","https://chirp.io/","London, United Kingdom","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/chirp_logo.png","https://clutch.co/profile/chirp"
"Embright Infotech","VR, AR, MR, XR & AI","Visit Website","https://www.embrightinfotech.com/","Thiruvananthapuram, India","10 - 49","15% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ea507a0c8076d82b16943f4ab82c1b59.png","https://clutch.co/profile/embright-infotech"
"Tongdun","intelligent risk management service provider","Visit Website","https://www.tongdun.cn/?lan=EN","Hangzhou Shi, China","250 - 999","30% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/tongdun.png","https://clutch.co/profile/tongdun"
"AISOMA AG","Vendor neutral consulting for AI based solutions","Visit Website","https://www.aisoma.de/","Frankfurt am Main, Germany","2 - 9","60% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b646dd890749ef7bee2331c7798d83b2.jpeg","https://clutch.co/profile/aisoma-ag"
"Qutee","Intelligent discussion & insight for everyone","Visit Website","https://www.qutee.com/","London, United Kingdom","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/qutee_logo.png","https://clutch.co/profile/qutee"
"Veo Robotics, Inc.","PERCEPTION & INTELLIGENCE FOR INDUSTRIAL ROBOTS","Visit Website","https://www.veobot.com/","Waltham, MA","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/114fa953b8cb63db93cd01c6483e978d.png","https://clutch.co/profile/veo-robotics"
"Imarticus Learning","Data Analytics Courses","Visit Website","https://imarticus.org/","Mumbai, India","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a08a63d5e55065f50e23761b58565a17.png","https://clutch.co/profile/imarticus-learning"
"ASG TECHNOLOGIES","Solutions for the Information Economy","Visit Website","http://asg.com/","Naples, FL","1,000 - 9,999","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0-2_12.png","https://clutch.co/profile/asg-technologies"
"LANDR Audio Inc","Create, we'll do the rest.","Visit Website","https://www.landr.com/en/","","50 - 249","40% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/landr_audio_inc.jpg","https://clutch.co/profile/landr-audio"
"Mobilewalla","Better Data. Better Decisions. Better Results.","Visit Website","https://www.mobilewalla.com/","Atlanta, GA","50 - 249","40% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/4b2f71104b72e8c5fe2db74c95a495d0.png","https://clutch.co/profile/mobilewalla"
"Datawatch Corporation","Data intelligence to fuel your business.","Visit Website","https://www.datawatch.com/","Greensboro, NC","50 - 249","40% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/59236ea18cca960264e700750d8fae10.jpg","https://clutch.co/profile/datawatch-corporation"
"Jobcase, Inc.","It's not about us, it's about you.","Visit Website","https://www.jobcase.com/","Cambridge, MA","50 - 249","40% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/13205714b61972ec1d74866f999a1802.png","https://clutch.co/profile/jobcase"
"Baifendian - Percent","Decision Intelligence","Visit Website","http://en.percent.cn/","Beijing, China","250 - 999","30% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0_94.png","https://clutch.co/profile/baifendian-percent"
"Tripock Labs","You've got a vision. Let's bring it to life.","Visit Website","https://www.tripocklabs.com/","New Delhi, India","10 - 49","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e3f6c7aeff615d8ac2cd42a6518bbaf1.png","https://clutch.co/profile/tripock-labs"
"Zolon Tech, Inc.","AI services in Australia.","Visit Website","https://www.zolontech.com/","Herndon, VA","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/zolon_tech_inc._logo.png","https://clutch.co/profile/zolon-tech"
"Xnor AI","AI Everywhere for Everyone.","Visit Website","https://www.xnor.ai/","Seattle, WA","10 - 49","50% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/xnor_ai_logo.png","https://clutch.co/profile/xnor-ai"
